AP_DEP,AP_ARR,DEPART_PROG,HEURE_DEP,RETARD_DEPART,TAXI_TIME,TEMPS_VOL,DISTANCE,ARRIVEE_PROG,RETARD_ARRIVEE,DATE,COMPAGNIE,NOM_COMPAGNIE,NOM_AP_DEP,VILLE_DEP,PAYS_DEP,LON_DEP,LAT_DEP,HAUTEUR_DEP,COUT_10_DEP,COUT_SUP_DEP,NOM_AP_ARR,VILLE_ARR,PAYS_ARR,LON_ARR,LAT_ARR,HAUTEUR_ARR,COUT_10_ARR,COUT_SUP_ARR,ANNEE,MOIS,JOUR_SEM,HEURE_DEP_H,RETARD_BIN,RETARD_SEVERE,COUT_TOTAL,NOM_MOIS,NOM_JOUR,CRENEAU,SEGMENT_DIST
FAO,LTK,1159,1211.0,12.0,11.0,170.0,1035,1449,-5.0,2018-01-13,NVPPA,Ne Va Pas Partout Airlines,Faro Airport,Faro,Portugal,-7.96590995789,37.0144004822,24.0,2954,461,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,2018,1,5,12,0,0,12861,Jan,Sam,Midi (12-14h),Moyen (500-1500km)
KIX,SHJ,1041,1051.0,10.0,14.0,189.0,1250,1450,9.0,2016-01-24,MAF,Morally Ambiguious Fligthts,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,1,6,10,0,0,10675,Jan,Dim,Matin (9-11h),Moyen (500-1500km)
FRA,AGP,930,931.0,1.0,12.0,89.0,373,1059,-7.0,2017-06-22,NVPPA,Ne Va Pas Partout Airlines,Frankfurt am Main Airport,Frankfurt am Main,Allemagne,8.570556,50.033333,364.0,2366,67,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2017,6,3,9,0,0,3347,Jun,Jeu,Matin (9-11h),Court (<500km)
HAM,HAN,1755,1749.0,-6.0,11.0,107.0,483,1842,-30.0,2018-09-20,AAPF,Always A Problem Flights,Hamburg Airport,Hamburg,Allemagne,9.9882297515869,53.630401611328,53.0,6947,925,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,2018,9,3,17,0,0,16944,Sep,Jeu,Après-midi (15-17h),Court (<500km)
MAA,SXF,1540,1536.0,-4.0,9.0,65.0,262,1645,-10.0,2018-09-23,MAF,Morally Ambiguious Fligthts,Chennai International Airport,Chennai,Inde,80.16929626464844,12.990005493164062,52.0,5869,838,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2018,9,6,15,0,0,9543,Sep,Dim,Après-midi (15-17h),Court (<500km)
BRU,TIA,625,619.0,-6.0,11.0,66.0,236,731,-13.0,2017-03-28,APSLM,Air Piloter Sans Les Mains,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,Tirana International Airport Mother Teresa,Tirana,Albanie,19.7206001282,41.4146995544,126.0,4582,586,2017,3,1,6,0,0,10293,Mar,Mar,Tôt matin (6-8h),Court (<500km)
BRU,BOH,1050,1049.0,-1.0,12.0,336.0,2402,1926,-40.0,2016-08-05,COA,Corporate Overlord Airways,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,Bournemouth Airport,Bournemouth,Royaume-Uni,-1.8424999713897705,50.779998779296875,38.0,3147,278,2016,8,4,10,0,0,8550,Aoû,Ven,Matin (9-11h),Long (1500-3000km)
DUR,BOD,1520,1519.0,-1.0,21.0,98.0,413,1658,-10.0,2016-08-17,OA,Overpriced Air,King Shaka International Airport,Durban,Afrique du Sud,31.1197222222,-29.6144444444,295.0,5737,823,Bordeaux-MÃ©rignac Airport,Bordeaux/MÃ©rignac,France,-0.715556025505,44.8283004761,162.0,5166,417,2016,8,2,15,0,0,12143,Aoû,Mer,Après-midi (15-17h),Court (<500km)
CTU,OKO,928,,,,209.0,1092,1157,,2016-01-24,I6F,IE 6.0 Flights,Chengdu Shuangliu International Airport,Chengdu,Chine,103.9469985961914,30.578500747680664,1625.0,4289,838,Yokota Air Base,Fussa,Japon,139.34800720214844,35.74850082397461,463.0,2771,105,2016,1,6,,0,0,8003,Jan,Dim,,Moyen (500-1500km)
REP,CGK,620,614.0,-6.0,8.0,75.0,399,735,-8.0,2018-06-16,FIPI,Fliying Is Possible Inc.,Siem Reap International Airport,Siem Reap,Cambodge,103.81300354,13.410699844400002,60.0,920,871,Soekarno-Hatta International Airport,Jakarta,Indonésie,106.65599823,-6.1255698204,34.0,4970,579,2018,6,5,6,0,0,7340,Jun,Sam,Tôt matin (6-8h),Court (<500km)
TGD,SVG,911,908.0,-3.0,9.0,94.0,487,1145,-4.0,2017-03-18,I6F,IE 6.0 Flights,Podgorica Airport,Podgorica,Monténégro,19.2519,42.359402,141.0,8090,737,Stavanger Airport Sola,Stavanger,Norvège,5.6377801895,58.876701354,29.0,3221,440,2017,3,5,9,0,0,12488,Mar,Sam,Matin (9-11h),Court (<500km)
SHJ,BRU,710,707.0,-3.0,14.0,280.0,1744,950,-24.0,2018-11-03,COA,Corporate Overlord Airways,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,2018,11,5,7,0,0,13707,Nov,Sam,Tôt matin (6-8h),Long (1500-3000km)
AGP,VAR,2059,2055.0,-4.0,17.0,78.0,366,2217,-10.0,2017-02-05,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Varna Airport,Varna,Bulgarie,27.8251,43.232101,230.0,174,135,2017,2,6,20,0,0,1223,Fév,Dim,Soirée (18-20h),Court (<500km)
UPG,AAL,835,835.0,0.0,27.0,166.0,931,1021,1.0,2016-07-17,NVPPA,Ne Va Pas Partout Airlines,Hasanuddin International Airport,Ujung Pandang-Celebes Island,Indonésie,119.5540008544922,-5.061629772186279,47.0,9063,667,Aalborg Airport,Aalborg,Danemark,9.84924316406,57.0927589138,10.0,8346,353,2016,7,6,8,0,0,18429,Jul,Dim,Tôt matin (6-8h),Moyen (500-1500km)
BOH,GLA,1805,1819.0,14.0,20.0,166.0,920,2051,6.0,2016-04-28,NA,Neverland Airlines,Bournemouth Airport,Bournemouth,Royaume-Uni,-1.8424999713897705,50.779998779296875,38.0,3147,278,Glasgow International Airport,Glasgow,Royaume-Uni,-4.43306016922,55.8718986511,26.0,5389,289,2016,4,3,18,0,0,9103,Avr,Jeu,Soirée (18-20h),Moyen (500-1500km)
DVO,AGP,1637,1641.0,4.0,11.0,83.0,363,1800,-1.0,2018-09-09,I6F,IE 6.0 Flights,Francisco Bangoy International Airport,Davao City,Philippines,125.64600372314452,7.1255202293396,96.0,4313,745,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2018,9,6,16,0,0,5972,Sep,Dim,Après-midi (15-17h),Court (<500km)
ALG,BOH,1800,1747.0,-13.0,11.0,145.0,861,2025,-20.0,2018-05-30,AAPF,Always A Problem Flights,Houari Boumediene Airport,Algiers,Algérie,3.215409994125366,36.69100189208984,82.0,5654,786,Bournemouth Airport,Bournemouth,Royaume-Uni,-1.8424999713897705,50.779998779296875,38.0,3147,278,2018,5,2,17,0,0,9865,Mai,Mer,Après-midi (15-17h),Moyen (500-1500km)
TNA,SHJ,1026,1022.0,-4.0,15.0,123.0,599,1129,-22.0,2016-08-26,THA,Try Hard Airlines,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,8,4,10,0,0,11443,Aoû,Ven,Matin (9-11h),Moyen (500-1500km)
TPE,JNB,650,647.0,-3.0,10.0,323.0,1999,1013,-2.0,2017-01-08,NA,Neverland Airlines,Taiwan Taoyuan International Airport,Taipei,Taïwan,121.233002,25.0777,106.0,5279,265,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,2017,1,6,6,0,0,8275,Jan,Dim,Tôt matin (6-8h),Long (1500-3000km)
HAN,TBS,1001,956.0,-5.0,15.0,156.0,1062,1337,-18.0,2018-01-30,THA,Try Hard Airlines,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Tbilisi International Airport,Tbilisi,Géorgie,44.95470047,41.6692008972,1624.0,1582,722,2018,1,1,9,0,0,11376,Jan,Mar,Matin (9-11h),Moyen (500-1500km)
HAJ,TNA,850,852.0,2.0,11.0,101.0,366,1031,-3.0,2017-11-20,COA,Corporate Overlord Airways,Hannover Airport,Hannover,Allemagne,9.68507957458,52.461101532,183.0,993,571,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,2017,11,0,8,0,0,4425,Nov,Lun,Tôt matin (6-8h),Court (<500km)
KRK,AMM,925,919.0,-6.0,14.0,128.0,700,1133,-20.0,2017-11-07,COA,Corporate Overlord Airways,KrakÃ³w John Paul II International Airport,KrakÃ³w,Pologne,19.7848,50.077702,791.0,6705,539,Queen Alia International Airport,Amman,Jordanie,35.9931983948,31.7226009369,2395.0,7452,781,2017,11,1,9,0,0,15477,Nov,Mar,Matin (9-11h),Moyen (500-1500km)
SIN,AGP,1807,1802.0,-5.0,14.0,166.0,903,2053,-32.0,2017-05-08,NVPPA,Ne Va Pas Partout Airlines,Singapore Changi Airport,Singapore,Singapour,103.994003,1.35019,22.0,553,845,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2017,5,0,18,0,0,2312,Mai,Lun,Soirée (18-20h),Moyen (500-1500km)
JNB,DSS,710,704.0,-6.0,16.0,229.0,1671,1259,-43.0,2018-11-11,NVPPA,Ne Va Pas Partout Airlines,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,2018,11,6,7,0,0,8350,Nov,Dim,Tôt matin (6-8h),Long (1500-3000km)
CKG,DXB,546,541.0,-5.0,9.0,133.0,641,759,-19.0,2017-05-12,I6F,IE 6.0 Flights,Chongqing Jiangbei International Airport,Chongqing,Chine,106.64199829101562,29.719200134277344,1365.0,7366,243,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2017,5,4,5,0,0,14843,Mai,Ven,Nuit (0-5h),Moyen (500-1500km)
CTU,BRE,831,832.0,1.0,41.0,189.0,1068,1140,8.0,2018-05-19,THA,Try Hard Airlines,Chengdu Shuangliu International Airport,Chengdu,Chine,103.9469985961914,30.578500747680664,1625.0,4289,838,Bremen Airport,Bremen,Allemagne,8.78666973114,53.0475006104,14.0,8515,185,2018,5,5,8,0,0,13827,Mai,Sam,Tôt matin (6-8h),Moyen (500-1500km)
BJV,CTU,1417,1422.0,5.0,9.0,108.0,463,1605,-10.0,2017-09-11,I6F,IE 6.0 Flights,Milas Bodrum International Airport,Bodrum,Turquie,27.6643009186,37.25059890749999,21.0,3816,638,Chengdu Shuangliu International Airport,Chengdu,Chine,103.9469985961914,30.578500747680664,1625.0,4289,838,2017,9,0,14,0,0,9581,Sep,Lun,Midi (12-14h),Court (<500km)
OKO,AGP,700,657.0,-3.0,10.0,122.0,692,1002,-24.0,2016-03-31,NVPPA,Ne Va Pas Partout Airlines,Yokota Air Base,Fussa,Japon,139.34800720214844,35.74850082397461,463.0,2771,105,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2016,3,3,6,0,0,3790,Mar,Jeu,Tôt matin (6-8h),Moyen (500-1500km)
SHJ,LTK,2023,2030.0,7.0,19.0,127.0,733,2330,2.0,2017-04-01,THA,Try Hard Airlines,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,2017,4,5,20,0,0,18028,Avr,Sam,Soirée (18-20h),Moyen (500-1500km)
DXB,JNB,1150,1150.0,0.0,13.0,159.0,868,1329,-9.0,2018-03-01,COA,Corporate Overlord Airways,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,2018,3,3,11,0,0,9965,Mar,Jeu,Matin (9-11h),Moyen (500-1500km)
XMN,DXB,934,922.0,-12.0,11.0,76.0,280,1050,-11.0,2016-02-06,SMITH,Bel Air,Xiamen Gaoqi International Airport,Xiamen,Chine,118.12799835205078,24.54400062561035,59.0,6653,391,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2016,2,5,9,0,0,14278,Fév,Sam,Matin (9-11h),Court (<500km)
AGP,HAN,1925,1925.0,0.0,25.0,196.0,1199,2041,5.0,2018-05-03,AAPF,Always A Problem Flights,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,2018,5,3,19,0,0,9986,Mai,Jeu,Soirée (18-20h),Moyen (500-1500km)
TNA,CPH,735,741.0,6.0,16.0,333.0,2279,1008,-20.0,2016-04-15,NA,Neverland Airlines,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,Copenhagen Kastrup Airport,Copenhagen,Danemark,12.656000137329,55.617900848389,17.0,7541,493,2016,4,4,7,0,0,10895,Avr,Ven,Tôt matin (6-8h),Long (1500-3000km)
POZ,BRU,1546,1553.0,7.0,11.0,43.0,86,1629,12.0,2017-02-13,MAF,Morally Ambiguious Fligthts,PoznaÅ-Åawica Airport,PoznaÅ,Pologne,16.8262996674,52.421001434299995,308.0,1926,793,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,2017,2,0,15,0,0,7844,Fév,Lun,Après-midi (15-17h),Court (<500km)
LUN,KIX,1150,1144.0,-6.0,12.0,72.0,290,1302,-11.0,2017-09-08,MAF,Morally Ambiguious Fligthts,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambie,28.4526004791,-15.3308000565,3779.0,6616,883,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,2017,9,4,11,0,0,9592,Sep,Ven,Matin (9-11h),Court (<500km)
AGP,KIX,2140,,,,259.0,1590,2359,,2017-02-25,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,2017,2,5,,0,0,3007,Fév,Sam,,Long (1500-3000km)
HAN,ITM,2200,2151.0,-9.0,8.0,100.0,563,40,-27.0,2017-04-01,MAF,Morally Ambiguious Fligthts,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Osaka International Airport,Osaka,Japon,135.43800354003906,34.785499572753906,50.0,7489,157,2017,4,5,21,0,0,16718,Avr,Sam,Nuit tardive (21-24h),Moyen (500-1500km)
OKO,JNB,550,547.0,-3.0,37.0,177.0,1044,747,10.0,2017-02-16,NA,Neverland Airlines,Yokota Air Base,Fussa,Japon,139.34800720214844,35.74850082397461,463.0,2771,105,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,2017,2,3,5,0,0,5607,Fév,Jeu,Nuit (0-5h),Moyen (500-1500km)
JNB,MAN,1140,1242.0,62.0,14.0,403.0,2845,1523,12.0,2016-01-23,NA,Neverland Airlines,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,Manchester Airport,Manchester,Royaume-Uni,-2.2749500274658203,53.35369873046875,257.0,6322,681,2016,1,5,12,0,0,9734,Jan,Sam,Midi (12-14h),Long (1500-3000km)
CTU,NGB,1305,1300.0,-5.0,28.0,97.0,382,1442,8.0,2016-11-12,I6F,IE 6.0 Flights,Chengdu Shuangliu International Airport,Chengdu,Chine,103.9469985961914,30.578500747680664,1625.0,4289,838,Ningbo Lishe International Airport,Ningbo,Chine,121.46199798583984,29.82670021057129,13.0,4367,826,2016,11,5,13,0,0,10320,Nov,Sam,Midi (12-14h),Court (<500km)
LJU,VIE,1519,1519.0,0.0,8.0,44.0,163,1603,-2.0,2016-06-10,AP,Air Penguin,Ljubljana JoÅ¾e PuÄnik Airport,Ljubljana,Slovénie,14.4576,46.223701,1273.0,7159,376,Vienna International Airport,Vienna,Autriche,16.569700241089,48.110298156738,600.0,8191,90,2016,6,4,15,0,0,15816,Jun,Ven,Après-midi (15-17h),Court (<500km)
SHJ,ALP,930,920.0,-10.0,26.0,144.0,779,1054,1.0,2017-06-03,MAF,Morally Ambiguious Fligthts,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Aleppo International Airport,Aleppo,Syrie,37.22439956665039,36.18069839477539,1276.0,3060,187,2017,6,5,9,0,0,11829,Jun,Sam,Matin (9-11h),Moyen (500-1500km)
JNB,CPH,1057,1046.0,-11.0,17.0,183.0,1107,1400,-28.0,2016-07-20,MAF,Morally Ambiguious Fligthts,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,Copenhagen Kastrup Airport,Copenhagen,Danemark,12.656000137329,55.617900848389,17.0,7541,493,2016,7,2,10,0,0,10765,Jul,Mer,Matin (9-11h),Moyen (500-1500km)
TNA,KWL,1047,1048.0,1.0,14.0,103.0,541,1230,0.0,2018-01-26,OA,Overpriced Air,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,Guilin Liangjiang International Airport,Guilin City,Chine,110.03900146484376,25.21809959411621,570.0,2309,422,2018,1,4,10,0,0,5592,Jan,Ven,Matin (9-11h),Moyen (500-1500km)
SXF,KAN,1325,1347.0,22.0,11.0,210.0,1476,1855,10.0,2018-07-16,BTATA,Better Take A Train Airlines,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,Mallam Aminu International Airport,Kano,Nigeria,8.52462,12.0476,1562.0,1324,862,2018,7,0,13,0,0,5022,Jul,Lun,Midi (12-14h),Moyen (500-1500km)
DXB,KGF,850,844.0,-6.0,16.0,147.0,813,917,-24.0,2018-05-01,COA,Corporate Overlord Airways,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,Sary-Arka Airport,Karaganda,Kazakhstan,73.33439636230469,49.670799255371094,1765.0,2303,629,2018,5,1,8,0,0,10166,Mai,Mar,Tôt matin (6-8h),Moyen (500-1500km)
AMM,DUR,700,652.0,-8.0,11.0,111.0,612,851,-8.0,2017-07-08,OA,Overpriced Air,Queen Alia International Airport,Amman,Jordanie,35.9931983948,31.7226009369,2395.0,7452,781,King Shaka International Airport,Durban,Afrique du Sud,31.1197222222,-29.6144444444,295.0,5737,823,2017,7,5,6,0,0,14793,Jul,Sam,Tôt matin (6-8h),Moyen (500-1500km)
TBS,AGP,715,709.0,-6.0,19.0,95.0,425,950,-11.0,2018-09-08,NVPPA,Ne Va Pas Partout Airlines,Tbilisi International Airport,Tbilisi,Géorgie,44.95470047,41.6692008972,1624.0,1582,722,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2018,9,5,7,0,0,3218,Sep,Sam,Tôt matin (6-8h),Court (<500km)
AGP,DMM,1646,1658.0,12.0,16.0,314.0,2172,1900,-12.0,2016-06-30,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,King Fahd International Airport,Ad Dammam,Arabie saoudite,49.79790115356445,26.471200942993164,72.0,8285,613,2016,6,3,16,0,0,9812,Jun,Jeu,Après-midi (15-17h),Long (1500-3000km)
AGP,NCL,1518,1523.0,5.0,15.0,130.0,694,1628,-1.0,2017-11-12,I6F,IE 6.0 Flights,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Newcastle Airport,Newcastle,Royaume-Uni,-1.6916699409484863,55.037498474121094,266.0,9548,639,2017,11,6,15,0,0,11101,Nov,Dim,Après-midi (15-17h),Moyen (500-1500km)
VIE,BRU,750,748.0,-2.0,13.0,340.0,2556,1630,-6.0,2016-09-08,AP,Air Penguin,Vienna International Airport,Vienna,Autriche,16.569700241089,48.110298156738,600.0,8191,90,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,2016,9,3,7,0,0,13406,Sep,Jeu,Tôt matin (6-8h),Long (1500-3000km)
GOT,AGP,1035,1030.0,-5.0,6.0,65.0,227,1140,-15.0,2016-02-05,I6F,IE 6.0 Flights,Gothenburg-Landvetter Airport,Gothenburg,Suède,12.279800415039,57.662799835205,506.0,790,171,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2016,2,4,10,0,0,1875,Fév,Ven,Matin (9-11h),Court (<500km)
CPH,AAL,40,57.0,17.0,14.0,189.0,1399,549,5.0,2018-03-19,NVPPA,Ne Va Pas Partout Airlines,Copenhagen Kastrup Airport,Copenhagen,Danemark,12.656000137329,55.617900848389,17.0,7541,493,Aalborg Airport,Aalborg,Danemark,9.84924316406,57.0927589138,10.0,8346,353,2018,3,0,0,0,0,16733,Mar,Lun,Nuit (0-5h),Moyen (500-1500km)
REP,CPH,600,551.0,-9.0,10.0,210.0,1448,1030,-17.0,2016-07-06,FIPI,Fliying Is Possible Inc.,Siem Reap International Airport,Siem Reap,Cambodge,103.81300354,13.410699844400002,60.0,920,871,Copenhagen Kastrup Airport,Copenhagen,Danemark,12.656000137329,55.617900848389,17.0,7541,493,2016,7,2,5,0,0,9825,Jul,Mer,Nuit (0-5h),Moyen (500-1500km)
JNB,SHJ,1940,1937.0,-3.0,16.0,202.0,1440,2,4.0,2016-02-12,NA,Neverland Airlines,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,2,4,19,0,0,11313,Fév,Ven,Soirée (18-20h),Moyen (500-1500km)
ISB,KWL,2140,2136.0,-4.0,14.0,326.0,2446,606,-34.0,2018-09-17,NVPPA,Ne Va Pas Partout Airlines,New Islamabad International Airport,Islamabad,Pakistan,72.851613,33.560713,1646.0,5046,845,Guilin Liangjiang International Airport,Guilin City,Chine,110.03900146484376,25.21809959411621,570.0,2309,422,2018,9,0,21,0,0,8622,Sep,Lun,Nuit tardive (21-24h),Long (1500-3000km)
ALA,AGP,725,726.0,1.0,13.0,131.0,874,1036,-2.0,2017-04-19,NVPPA,Ne Va Pas Partout Airlines,Almaty Airport,Almaty,Kazakhstan,77.04049682617188,43.35210037231445,2234.0,534,419,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2017,4,2,7,0,0,1867,Avr,Mer,Tôt matin (6-8h),Moyen (500-1500km)
AGP,BRU,835,839.0,4.0,12.0,290.0,1947,1025,-20.0,2016-05-01,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,2016,5,6,8,0,0,6039,Mai,Dim,Tôt matin (6-8h),Long (1500-3000km)
PEK,SXF,1752,1748.0,-4.0,10.0,83.0,372,1915,-4.0,2017-08-04,MAF,Morally Ambiguious Fligthts,Beijing Capital International Airport,Beijing,Chine,116.58499908447266,40.080101013183594,116.0,6072,602,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2017,8,4,17,0,0,9510,Aoû,Ven,Après-midi (15-17h),Court (<500km)
LPA,DSS,1015,1012.0,-3.0,35.0,66.0,128,1121,4.0,2017-05-02,MAF,Morally Ambiguious Fligthts,Gran Canaria Airport,Gran Canaria Island,Espagne,-15.38659954071045,27.931900024414062,78.0,2747,356,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,2017,5,1,10,0,0,8722,Mai,Mar,Matin (9-11h),Court (<500km)
WRO,UPG,750,748.0,-2.0,12.0,143.0,899,1013,-6.0,2018-12-13,OA,Overpriced Air,Copernicus WrocÅaw Airport,WrocÅaw,Pologne,16.885799408,51.1026992798,404.0,1422,78,Hasanuddin International Airport,Ujung Pandang-Celebes Island,Indonésie,119.5540008544922,-5.061629772186279,47.0,9063,667,2018,12,3,7,0,0,11230,Déc,Jeu,Tôt matin (6-8h),Moyen (500-1500km)
KRK,DXB,1145,1153.0,8.0,27.0,199.0,1121,1404,7.0,2018-03-22,COA,Corporate Overlord Airways,KrakÃ³w John Paul II International Airport,KrakÃ³w,Pologne,19.7848,50.077702,791.0,6705,539,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2018,3,3,11,0,0,14478,Mar,Jeu,Matin (9-11h),Moyen (500-1500km)
TNA,KIX,745,743.0,-2.0,9.0,268.0,1727,1013,-21.0,2018-07-05,NVPPA,Ne Va Pas Partout Airlines,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,2018,7,3,7,0,0,4954,Jul,Jeu,Tôt matin (6-8h),Long (1500-3000km)
TNA,BRU,2210,2219.0,9.0,22.0,313.0,2125,23,-9.0,2018-05-03,NA,Neverland Airlines,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,2018,5,3,22,0,0,7986,Mai,Jeu,Nuit tardive (21-24h),Long (1500-3000km)
AGP,MPM,1455,1455.0,0.0,17.0,140.0,689,1615,-15.0,2017-03-23,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,2017,3,3,14,0,0,5704,Mar,Jeu,Midi (12-14h),Moyen (500-1500km)
PEK,DMM,1840,1905.0,25.0,13.0,139.0,859,2059,15.0,2016-11-08,FIPI,Fliying Is Possible Inc.,Beijing Capital International Airport,Beijing,Chine,116.58499908447266,40.080101013183594,116.0,6072,602,King Fahd International Airport,Ad Dammam,Arabie saoudite,49.79790115356445,26.471200942993164,72.0,8285,613,2016,11,1,19,0,0,15572,Nov,Mar,Soirée (18-20h),Moyen (500-1500km)
ADD,JNB,1805,1750.0,-15.0,10.0,94.0,353,1939,-33.0,2016-12-04,MAF,Morally Ambiguious Fligthts,Addis Ababa Bole International Airport,Addis Ababa,Éthiopie,38.7993011475,8.97789001465,7630.0,4386,42,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,2016,12,6,17,0,0,7159,Déc,Dim,Après-midi (15-17h),Court (<500km)
